recency,frequency,monetary,total_transactions,total_spent,total_refund,avg_transaction,std_transaction,unique_categories,refund_ratio,CustomerId,is_high_risk
33.0,2.0,2000.0,2.0,2000.0,-0.0,1000.0,0.0,2.0,-0.0,CustomerId_1032,0
66.0,2.0,1000.0,2.0,1000.0,50.0,475.0,742.4621202458749,2.0,0.04999999995,CustomerId_1033,1
8.0,16.0,50900.0,16.0,50900.0,10392.0,2531.75,7896.613345816885,4.0,0.20416502946553702,CustomerId_1034,0
90.0,3.0,1000.0,3.0,1000.0,1050.0,-16.666666666666668,1000.4165798972613,2.0,1.04999999895,CustomerId_1036,1
11.0,5.0,25000.0,5.0,25000.0,6000.0,3800.0,6685.805860178712,2.0,0.2399999999904,CustomerId_1038,0
11.0,30.0,260000.0,30.0,260000.0,11105.0,8296.5,10395.940284387541,3.0,0.04271153846137418,CustomerId_1039,0
37.0,1.0,50000.0,1.0,50000.0,-0.0,50000.0,0.0,1.0,-0.0,CustomerId_1040,1
46.0,6.0,25000.0,6.0,25000.0,11000.0,2333.3333333333335,6976.14984548545,2.0,0.43999999998239997,CustomerId_1043,1
47.0,16.0,22683.0,16.0,22683.0,834.5,1365.53125,2064.1874064527988,3.0,0.03678966626827185,CustomerId_1044,1
42.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_1048,1
53.0,1.0,5000.0,1.0,5000.0,-0.0,5000.0,0.0,1.0,-0.0,CustomerId_1050,1
23.0,7.0,58000.0,7.0,58000.0,1100.0,8128.571428571428,18504.47822246589,2.0,0.018965517241052318,CustomerId_1052,0
89.0,7.0,13800.0,7.0,13800.0,12.0,1969.7142857142858,1911.4446294435452,2.0,0.0008695652173282924,CustomerId_1053,1
4.0,52.0,161850.0,52.0,161850.0,2850.0,3057.6923076923076,6112.9647232247835,2.0,0.017608897126860618,CustomerId_1054,0
81.0,5.0,6000.0,5.0,6000.0,150.0,1170.0,1338.6560424545207,2.0,0.02499999999583333,CustomerId_1055,1
55.0,4.0,5500.0,4.0,5500.0,-0.0,1375.0,1108.6778913041726,2.0,-0.0,CustomerId_1056,1
90.0,2.0,5000.0,2.0,5000.0,496.0,2252.0,3886.258869401265,2.0,0.09919999998015999,CustomerId_1057,1
4.0,29.0,14500.0,29.0,14500.0,685.0,476.37931034482756,597.271917841752,3.0,0.0472413793070868,CustomerId_1058,0
11.0,9.0,51000.0,9.0,51000.0,11000.0,4444.444444444444,6463.573143221772,2.0,0.2156862745055748,CustomerId_1059,0
1.0,12.0,14500.0,12.0,14500.0,1175.0,1110.4166666666667,1608.6590383033788,2.0,0.0810344827530321,CustomerId_1063,0
5.0,42.0,223115.0,42.0,223115.0,31465.0,4563.0952380952385,6424.71627468643,4.0,0.1410259283322904,CustomerId_1064,0
52.0,1.0,500.0,1.0,500.0,-0.0,500.0,0.0,1.0,-0.0,CustomerId_1068,1
25.0,1.0,5000.0,1.0,5000.0,-0.0,5000.0,0.0,1.0,-0.0,CustomerId_1070,0
2.0,7.0,239000.0,7.0,239000.0,2710.0,33755.71428571428,57242.85162275515,3.0,0.01133891213384377,CustomerId_1071,0
71.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_1073,1
4.0,46.0,218100.0,46.0,218100.0,50600.0,3641.304347826087,5656.405458001928,2.0,0.23200366804111872,CustomerId_1074,0
46.0,6.0,30000.0,6.0,30000.0,11000.0,3166.6666666666665,7626.707459098367,2.0,0.3666666666544444,CustomerId_1078,1
44.0,1.0,20000.0,1.0,20000.0,-0.0,20000.0,0.0,1.0,-0.0,CustomerId_1079,1
30.0,1.0,5000.0,1.0,5000.0,-0.0,5000.0,0.0,1.0,-0.0,CustomerId_1080,0
13.0,2.0,1500.0,2.0,1500.0,-0.0,750.0,353.5533905932738,1.0,-0.0,CustomerId_1081,0
46.0,5.0,25000.0,5.0,25000.0,6000.0,3800.0,6685.805860178712,2.0,0.2399999999904,CustomerId_1082,1
31.0,1.0,500.0,1.0,500.0,-0.0,500.0,0.0,1.0,-0.0,CustomerId_1083,0
70.0,1.0,10000.0,1.0,10000.0,-0.0,10000.0,0.0,1.0,-0.0,CustomerId_1084,1
57.0,4.0,4000.0,4.0,4000.0,1100.0,725.0,1517.3990905493517,2.0,0.27499999993125,CustomerId_1085,1
4.0,32.0,78300.0,32.0,78300.0,724.0,2424.25,4114.986567610265,3.0,0.009246487867059432,CustomerId_1086,0
32.0,9.0,51000.0,9.0,51000.0,11000.0,4444.444444444444,6463.573143221772,2.0,0.2156862745055748,CustomerId_1087,0
36.0,152.0,172690.0,152.0,172690.0,3038.5,1116.1282894736842,1695.0127365720368,2.0,0.017595112629465545,CustomerId_1089,0
24.0,2.0,3000.0,2.0,3000.0,-0.0,1500.0,707.1067811865476,2.0,-0.0,CustomerId_1091,0
18.0,16.0,81000.0,16.0,81000.0,16000.0,4062.5,5801.9393309478855,2.0,0.19753086419509222,CustomerId_1092,0
32.0,55.0,61980.0,55.0,61980.0,19360.0,774.9090909090909,1912.920128366163,2.0,0.3123588254225176,CustomerId_1093,0
24.0,7.0,38500.0,7.0,38500.0,6040.0,4637.142857142857,9189.939633979675,3.0,0.156883116879042,CustomerId_1094,0
11.0,11.0,6000.0,11.0,6000.0,1125.0,443.1818181818182,764.5334287239268,2.0,0.18749999996875,CustomerId_1095,0
6.0,784.0,1993300.0,784.0,1993300.0,44074.0,2486.2576530612246,17819.372756509856,4.0,0.022111072091495453,CustomerId_1096,0
2.0,1.0,20000.0,1.0,20000.0,-0.0,20000.0,0.0,1.0,-0.0,CustomerId_1098,0
24.0,9.0,7200.0,9.0,7200.0,1020.0,686.6666666666666,843.8601779915912,2.0,0.14166666664699074,CustomerId_1099,0
83.0,1.0,0.0,1.0,0.0,10000.0,-10000.0,0.0,1.0,10000000000.0,CustomerId_11,1
52.0,9.0,60000.0,9.0,60000.0,-0.0,6666.666666666667,5873.670062235366,1.0,-0.0,CustomerId_1101,1
5.0,14.0,76000.0,14.0,76000.0,16000.0,4285.714285714285,6169.759644097497,2.0,0.2105263157867036,CustomerId_1102,0
47.0,1.0,30000.0,1.0,30000.0,-0.0,30000.0,0.0,1.0,-0.0,CustomerId_1103,1
4.0,10.0,61000.0,10.0,61000.0,21000.0,4000.0,9321.420969406376,3.0,0.34426229507632355,CustomerId_1104,0
26.0,1.0,500.0,1.0,500.0,-0.0,500.0,0.0,1.0,-0.0,CustomerId_1105,0
87.0,1.0,10000.0,1.0,10000.0,-0.0,10000.0,0.0,1.0,-0.0,CustomerId_1106,1
1.0,14.0,81000.0,14.0,81000.0,31000.0,3571.4285714285716,8741.715073003834,2.0,0.3827160493779912,CustomerId_1108,0
46.0,8.0,46000.0,8.0,46000.0,6200.0,4975.0,6193.718015630262,2.0,0.13478260869272213,CustomerId_1109,1
68.0,3.0,1000.0,3.0,1000.0,1020.0,-6.666666666666667,1000.0666644445926,2.0,1.01999999898,CustomerId_1111,1
11.0,6.0,26000.0,6.0,26000.0,6000.0,3333.3333333333335,6088.2400303098,2.0,0.23076923076035502,CustomerId_1112,0
64.0,23.0,36000.0,23.0,36000.0,6300.0,1291.304347826087,3184.930860313962,2.0,0.17499999999513888,CustomerId_1113,1
0.0,57.0,56000.0,57.0,56000.0,3075.0,928.5087719298245,963.8325492311376,3.0,0.054910714284733736,CustomerId_1114,0
4.0,8.0,7000.0,8.0,7000.0,1040.0,745.0,1039.2717230280607,2.0,0.14857142855020408,CustomerId_1116,0
73.0,1.0,4000.0,1.0,4000.0,-0.0,4000.0,0.0,1.0,-0.0,CustomerId_1117,1
0.0,24.0,106000.0,24.0,106000.0,36000.0,2916.6666666666665,6412.736421045005,2.0,0.33962264150623,CustomerId_1118,0
26.0,7.0,5500.0,7.0,5500.0,50.0,778.5714285714286,410.13934914158835,2.0,0.009090909089256197,CustomerId_1119,0
62.0,2.0,2000.0,2.0,2000.0,40.0,980.0,1442.497833620557,2.0,0.01999999999,CustomerId_1120,1
15.0,7.0,13439.0,7.0,13439.0,1341.98,1728.1457142857143,2428.372158867315,2.0,0.09985713221966983,CustomerId_1121,0
64.0,1.0,1850000.0,1.0,1850000.0,-0.0,1850000.0,0.0,1.0,-0.0,CustomerId_1122,1
46.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_1123,1
32.0,6.0,30000.0,6.0,30000.0,11000.0,3166.6666666666665,7626.707459098367,2.0,0.3666666666544444,CustomerId_1124,0
31.0,1.0,5000.0,1.0,5000.0,-0.0,5000.0,0.0,1.0,-0.0,CustomerId_1125,0
4.0,37.0,93800.0,37.0,93800.0,1665.0,2490.135135135135,2946.553053637062,3.0,0.017750533048851276,CustomerId_1127,0
74.0,2.0,1000.0,2.0,1000.0,-0.0,500.0,0.0,2.0,-0.0,CustomerId_1129,1
77.0,4.0,5000.0,4.0,5000.0,1040.0,990.0,1833.1393836803572,2.0,0.2079999999584,CustomerId_1130,1
1.0,11.0,18000.0,11.0,18000.0,1450.0,1504.5454545454545,2194.9321795279398,3.0,0.08055555555108025,CustomerId_1131,0
0.0,9.0,3500.0,9.0,3500.0,120.0,375.55555555555554,430.80915470516385,2.0,0.034285714275918366,CustomerId_1134,0
23.0,14.0,73000.0,14.0,73000.0,2000.0,5071.428571428572,10547.561043011032,2.0,0.0273972602735973,CustomerId_1135,0
53.0,20.0,120700.0,20.0,120700.0,40700.0,4000.0,8911.199340392432,2.0,0.3371996685970406,CustomerId_1137,1
44.0,3.0,5000.0,3.0,5000.0,1250.0,1250.0,3269.174207655505,2.0,0.24999999995,CustomerId_1140,1
8.0,49.0,186400.0,49.0,186400.0,40935.0,2968.673469387755,5077.606347925152,2.0,0.21960836909753428,CustomerId_1141,0
38.0,4.0,9500.0,4.0,9500.0,-0.0,2375.0,1887.4586088176875,1.0,-0.0,CustomerId_1145,1
46.0,6.0,30000.0,6.0,30000.0,11000.0,3166.6666666666665,7626.707459098367,2.0,0.3666666666544444,CustomerId_1146,1
11.0,18.0,96000.0,18.0,96000.0,16000.0,4444.444444444444,5843.268849682788,2.0,0.16666666666493057,CustomerId_1147,0
73.0,2.0,2000.0,2.0,2000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_1150,1
57.0,1.0,3000.0,1.0,3000.0,-0.0,3000.0,0.0,1.0,-0.0,CustomerId_1153,1
0.0,9.0,5600.0,9.0,5600.0,125.0,608.3333333333334,846.869234297716,3.0,0.0223214285674426,CustomerId_1154,0
1.0,368.0,1577997.0,368.0,1577997.0,89773.0,4044.086956521739,8121.07295048366,4.0,0.05689047571062753,CustomerId_1156,0
88.0,8.0,40700.0,8.0,40700.0,10700.0,3750.0,7094.061903149301,2.0,0.26289926289280346,CustomerId_1158,1
4.0,5.0,26000.0,5.0,26000.0,6000.0,4000.0,6745.368781616021,2.0,0.23076923076035502,CustomerId_1159,0
0.0,15.0,74890.0,15.0,74890.0,26000.0,3259.3333333333335,6929.972651632974,3.0,0.34717585792032085,CustomerId_1160,0
24.0,1.0,2500.0,1.0,2500.0,-0.0,2500.0,0.0,1.0,-0.0,CustomerId_1161,0
5.0,7.0,5600.0,7.0,5600.0,1135.0,637.8571428571429,1176.4277040503353,2.0,0.20267857139237883,CustomerId_1162,0
0.0,14.0,76000.0,14.0,76000.0,26000.0,3571.4285714285716,7303.4689936125105,2.0,0.3421052631533934,CustomerId_1163,0
67.0,6.0,30000.0,6.0,30000.0,11000.0,3166.6666666666665,7626.707459098367,2.0,0.3666666666544444,CustomerId_1164,1
35.0,5.0,60000.0,5.0,60000.0,6000.0,10800.0,14515.508947329405,2.0,0.09999999999833334,CustomerId_1165,0
4.0,3.0,1000.0,3.0,1000.0,1050.0,-16.666666666666668,1000.4165798972613,2.0,1.04999999895,CustomerId_1169,0
9.0,18.0,126000.0,18.0,126000.0,18926.0,5948.555555555556,14101.364348768951,3.0,0.1502063492051571,CustomerId_1170,0
44.0,6.0,5500.0,6.0,5500.0,1575.0,654.1666666666666,1373.9010760119036,3.0,0.28636363631157025,CustomerId_1171,1
13.0,84.0,240400.0,84.0,240400.0,4640.3,2806.6630952380956,4417.996239581807,5.0,0.01930241264551039,CustomerId_1172,0
89.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_1174,1
0.0,241.0,9003995.0,241.0,9003995.0,61292.5,37106.64937759336,359409.4007452866,5.0,0.006807256112424895,CustomerId_1175,0
3.0,4.0,28878.0,4.0,28878.0,-0.0,7219.5,12439.0,1.0,-0.0,CustomerId_1177,0
20.0,3.0,2000.0,3.0,2000.0,1100.0,300.0,1539.4804318340653,2.0,0.549999999725,CustomerId_1179,0
11.0,67.0,148980.0,67.0,148980.0,5574.0,2140.3880597014927,3254.1012488914794,4.0,0.037414418042439154,CustomerId_1180,0
5.0,4.0,16000.0,4.0,16000.0,6000.0,2500.0,6757.711644237764,2.0,0.37499999997656247,CustomerId_1182,0
19.0,18.0,55420.0,18.0,55420.0,10345.0,2504.1666666666665,5054.265016096918,4.0,0.18666546372813667,CustomerId_1183,0
74.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_1184,1
76.0,4.0,7000.0,4.0,7000.0,1100.0,1475.0,2665.0515942472857,2.0,0.15714285712040815,CustomerId_1186,1
54.0,7.0,50000.0,7.0,50000.0,11000.0,5571.428571428572,9431.456989902512,2.0,0.2199999999956,CustomerId_1187,1
37.0,2.0,3000.0,2.0,3000.0,-0.0,1500.0,707.1067811865476,1.0,-0.0,CustomerId_1189,1
11.0,15.0,96000.0,15.0,96000.0,16000.0,5333.333333333333,6183.695920571712,2.0,0.16666666666493057,CustomerId_1190,0
4.0,6.0,26500.0,6.0,26500.0,6000.0,3416.6666666666665,6200.134407145273,2.0,0.22641509433107868,CustomerId_1191,0
4.0,22.0,42600.0,22.0,42600.0,1035.0,1889.3181818181818,3086.743659222275,3.0,0.024295774647317,CustomerId_1192,0
53.0,4.0,15000.0,4.0,15000.0,6000.0,2250.0,6601.767440112787,2.0,0.3999999999733333,CustomerId_1193,1
54.0,4.0,15000.0,4.0,15000.0,6000.0,2250.0,6601.767440112787,2.0,0.3999999999733333,CustomerId_1194,1
53.0,6.0,25000.0,6.0,25000.0,6000.0,3166.6666666666665,6047.037842337905,2.0,0.2399999999904,CustomerId_1195,1
47.0,6.0,25500.0,6.0,25500.0,6500.0,3166.6666666666665,6266.31204670392,2.0,0.2549019607743176,CustomerId_1196,1
54.0,4.0,15000.0,4.0,15000.0,6000.0,2250.0,6601.767440112787,2.0,0.3999999999733333,CustomerId_1197,1
54.0,4.0,15000.0,4.0,15000.0,6000.0,2250.0,6601.767440112787,2.0,0.3999999999733333,CustomerId_1198,1
83.0,1.0,0.0,1.0,0.0,10000.0,-10000.0,0.0,1.0,10000000000.0,CustomerId_12,1
47.0,4.0,15000.0,4.0,15000.0,6000.0,2250.0,6601.767440112787,2.0,0.3999999999733333,CustomerId_1200,1
1.0,173.0,616202.0,173.0,616202.0,73684.5,3135.9393063583816,8880.120804886395,4.0,0.11957848238058368,CustomerId_1201,0
0.0,29.0,166000.0,29.0,166000.0,36000.0,4482.758620689655,6598.813148996527,2.0,0.21686746987821162,CustomerId_1202,0
0.0,45.0,44400.0,45.0,44400.0,5870.0,856.2222222222222,1996.2786844172297,2.0,0.13220720720422957,CustomerId_1203,0
46.0,4.0,15000.0,4.0,15000.0,6000.0,2250.0,6601.767440112787,2.0,0.3999999999733333,CustomerId_1204,1
84.0,9.0,20000.0,9.0,20000.0,230.0,2196.6666666666665,3365.0334322261942,3.0,0.011499999999425,CustomerId_1208,1
19.0,6.0,36000.0,6.0,36000.0,6000.0,5000.0,6511.528238439882,2.0,0.16666666666203703,CustomerId_1209,0
76.0,3.0,37000.0,3.0,37000.0,12000.0,8333.333333333334,25181.01136438593,2.0,0.3243243243155588,CustomerId_1210,1
84.0,2.0,200000.0,2.0,200000.0,-0.0,100000.0,0.0,1.0,-0.0,CustomerId_1211,1
50.0,17.0,41000.0,17.0,41000.0,2000.0,2294.1176470588234,4928.992111506582,2.0,0.04878048780368828,CustomerId_1212,1
6.0,44.0,106500.0,44.0,106500.0,1675.0,2382.3863636363635,5690.768175619785,2.0,0.015727699530368754,CustomerId_1214,0
73.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_1215,1
47.0,9.0,40500.0,9.0,40500.0,11500.0,3222.222222222222,6255.553088612104,2.0,0.2839506172769395,CustomerId_1217,1
0.0,72.0,140500.0,72.0,140500.0,1445.0,1931.3194444444443,1964.8128235863244,2.0,0.010284697508823597,CustomerId_1218,0
25.0,6.0,4000.0,6.0,4000.0,150.0,641.6666666666666,841.080654079421,2.0,0.037499999990625,CustomerId_1219,0
18.0,13.0,51000.0,13.0,51000.0,11000.0,3076.923076923077,5488.040610599537,2.0,0.2156862745055748,CustomerId_1220,0
5.0,5.0,26000.0,5.0,26000.0,6000.0,4000.0,6745.368781616021,2.0,0.23076923076035502,CustomerId_1221,0
9.0,45.0,85055.0,45.0,85055.0,2075.0,1844.0,7714.81533685792,4.0,0.024395979072078116,CustomerId_1222,0
3.0,3.0,21500.0,3.0,21500.0,-0.0,7166.666666666667,11116.804097101529,1.0,-0.0,CustomerId_1223,0
5.0,1.0,10000.0,1.0,10000.0,-0.0,10000.0,0.0,1.0,-0.0,CustomerId_1224,0
8.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_1225,0
43.0,8.0,12000.0,8.0,12000.0,1300.0,1337.5,2290.4693842092715,2.0,0.10833333332430556,CustomerId_1226,1
13.0,26.0,79830.0,26.0,79830.0,6596.4,2816.6769230769232,3686.5900224796023,2.0,0.08263059000272291,CustomerId_1227,0
11.0,5.0,26000.0,5.0,26000.0,6000.0,4000.0,6745.368781616021,2.0,0.23076923076035502,CustomerId_1228,0
15.0,3.0,1000.0,3.0,1000.0,1050.0,-16.666666666666668,1000.4165798972613,2.0,1.04999999895,CustomerId_1229,0
36.0,1.0,2000.0,1.0,2000.0,-0.0,2000.0,0.0,1.0,-0.0,CustomerId_1231,1
15.0,1.0,5000.0,1.0,5000.0,-0.0,5000.0,0.0,1.0,-0.0,CustomerId_1232,0
27.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_1233,0
53.0,12.0,60700.0,12.0,60700.0,20700.0,3333.3333333333335,7270.404932243312,2.0,0.3410214167983357,CustomerId_1234,1
46.0,6.0,25000.0,6.0,25000.0,6000.0,3166.6666666666665,6104.643041707408,2.0,0.2399999999904,CustomerId_1235,1
44.0,8.0,10000.0,8.0,10000.0,1235.0,1095.625,2169.185886620666,2.0,0.12349999998765,CustomerId_1236,1
28.0,1.0,1000.0,1.0,1000.0,-0.0,1000.0,0.0,1.0,-0.0,CustomerId_1237,0
4.0,5.0,26000.0,5.0,26000.0,6000.0,4000.0,6745.368781616021,2.0,0.23076923076035502,CustomerId_1238,0
44.0,6.0,40000.0,6.0,40000.0,6000.0,5666.666666666667,7527.72652709081,2.0,0.14999999999625,CustomerId_1240,1
25.0,7.0,36000.0,7.0,36000.0,6000.0,4285.714285714285,6102.302453836194,2.0,0.16666666666203703,CustomerId_1241,0
5.0,152.0,1017100.0,152.0,1017100.0,174596.0,5542.789473684211,9263.462969135824,4.0,0.17166060367695246,CustomerId_1242,0
87.0,1.0,5000.0,1.0,5000.0,-0.0,5000.0,0.0,1.0,-0.0,CustomerId_1244,1
4.0,29.0,166000.0,29.0,166000.0,31000.0,4655.172413793103,6136.98310054335,3.0,0.18674698795068223,CustomerId_1245,0
25.0,19.0,100000.0,19.0,100000.0,21000.0,4157.894736842105,6048.536626460769,2.0,0.2099999999979,CustomerId_1246,0
0.0,13.0,86000.0,13.0,86000.0,26000.0,4615.384615384615,9197.26826779254,2.0,0.30232558139183346,CustomerId_1247,0
3.0,273.0,679100.0,273.0,679100.0,17200.85,2424.539010989011,4614.518775738537,5.0,0.025328891179464984,CustomerId_1250,0
12.0,19.0,101000.0,19.0,101000.0,21000.0,4210.526315789473,6058.317949255305,2.0,0.2079207920771493,CustomerId_1252,0
12.0,5.0,26000.0,5.0,26000.0,6000.0,4000.0,6745.368781616021,2.0,0.23076923076035502,CustomerId_1253,0
32.0,6.0,31000.0,6.0,31000.0,11000.0,3333.3333333333335,7814.516406449389,2.0,0.3548387096659729,CustomerId_1256,0
12.0,12.0,17210.0,12.0,17210.0,185.0,1418.75,1903.8359901190877,3.0,0.010749564206231866,CustomerId_1257,0
11.0,7.0,36000.0,7.0,36000.0,6000.0,4285.714285714285,6163.448323633065,2.0,0.16666666666203703,CustomerId_1258,0
68.0,16.0,17500.0,16.0,17500.0,286.5,1075.84375,1617.5299246974278,2.0,0.01637142857049306,CustomerId_1259,1
5.0,9.0,51000.0,9.0,51000.0,11000.0,4444.444444444444,6463.573143221772,2.0,0.2156862745055748,CustomerId_1260,0
25.0,9.0,10100.0,9.0,10100.0,60.0,1115.5555555555557,791.5034919555173,2.0,0.005940594058817763,CustomerId_1262,0
53.0,5.0,25000.0,5.0,25000.0,6000.0,3800.0,6685.805860178712,2.0,0.2399999999904,CustomerId_1263,1
21.0,97.0,264700.0,97.0,264700.0,14200.0,2582.4742268041236,4735.234238514465,2.0,0.05364563656949888,CustomerId_1265,0
15.0,20.0,9795.0,20.0,9795.0,325.0,473.5,476.74085424396253,2.0,0.03318019397313117,CustomerId_1266,0
24.0,3.0,1000.0,3.0,1000.0,1020.0,-6.666666666666667,1000.0666644445926,2.0,1.01999999898,CustomerId_1267,0
15.0,1.0,1000000.0,1.0,1000000.0,-0.0,1000000.0,0.0,1.0,-0.0,CustomerId_1268,0
75.0,3.0,5000.0,3.0,5000.0,3000.0,666.6666666666666,3785.9388972001825,2.0,0.59999999988,CustomerId_1269,1
9.0,33.0,53100.0,33.0,53100.0,2196.0,1542.5454545454545,1915.43306282987,3.0,0.041355932202611,CustomerId_1270,0
17.0,6.0,5600.0,6.0,5600.0,50.0,925.0,503.7360419902471,2.0,0.00892857142697704,CustomerId_1271,0
53.0,3.0,4500.0,3.0,4500.0,-0.0,1500.0,866.0254037844386,2.0,-0.0,CustomerId_1272,1
67.0,6.0,30000.0,6.0,30000.0,11000.0,3166.6666666666665,7626.707459098367,2.0,0.3666666666544444,CustomerId_1273,1
43.0,1.0,5000.0,1.0,5000.0,-0.0,5000.0,0.0,1.0,-0.0,CustomerId_1274,1
0.0,253.0,730500.0,253.0,730500.0,18343.5,2814.8478260869565,9503.242723171974,5.0,0.025110882956844476,CustomerId_1275,0
5.0,86.0,764500.0,86.0,764500.0,183000.0,6761.627906976744,21603.4755842374,3.0,0.2393721386524011,CustomerId_1276,0
1.0,60.0,168000.0,60.0,168000.0,7090.0,2681.8333333333335,7224.056208761435,4.0,0.04220238095212975,CustomerId_1277,0
53.0,7.0,40000.0,7.0,40000.0,11000.0,4142.857142857143,7425.823667638301,2.0,0.274999999993125,CustomerId_1279,1
21.0,44.0,109500.0,44.0,109500.0,4297.0,2390.9772727272725,3286.966782214027,3.0,0.03924200913206172,CustomerId_1280,0
4.0,30.0,225900.0,30.0,225900.0,45900.0,6000.0,9098.806287753849,2.0,0.20318725099511648,CustomerId_1281,0
12.0,1.0,10000.0,1.0,10000.0,-0.0,10000.0,0.0,1.0,-0.0,CustomerId_1282,0
74.0,19.0,18000.0,19.0,18000.0,95.0,942.3684210526316,382.45685457844144,2.0,0.005277777777484568,CustomerId_1283,1
75.0,4.0,3000.0,4.0,3000.0,50.0,737.5,525.0,2.0,0.01666666666111111,CustomerId_1285,1
16.0,28.0,76060.0,28.0,76060.0,1791.0,2652.464285714286,3371.4044631626152,4.0,0.023547199578969932,CustomerId_1286,0
61.0,7.0,40000.0,7.0,40000.0,11000.0,4142.857142857143,7425.823667638301,2.0,0.274999999993125,CustomerId_1287,1
1.0,14.0,16500.0,14.0,16500.0,130.0,1169.2857142857142,837.3260029193141,2.0,0.007878787878310376,CustomerId_1288,0
4.0,12.0,65900.0,12.0,65900.0,1722.0,5348.166666666667,6787.470031185584,3.0,0.026130500758328828,CustomerId_1294,0
61.0,15.0,98000.0,15.0,98000.0,5850.0,6143.333333333333,6625.676964514286,3.0,0.05969387755041129,CustomerId_1295,1
51.0,3.0,500.0,3.0,500.0,1025.0,-175.0,761.1668673819164,2.0,2.0499999959,CustomerId_1296,1
64.0,1.0,5000.0,1.0,5000.0,-0.0,5000.0,0.0,1.0,-0.0,CustomerId_1297,1
28.0,20.0,419000.0,20.0,419000.0,11020.0,20399.0,43873.992044202416,3.0,0.02630071599039069,CustomerId_1298,0
